inspection_id,Date,year,month,status,geometry,mean_ndvi
13591,2019-10-08,2019,10,Compliant,"POLYGON ((-5175.759830124444 -375468.6619275085, -5102.689701202877 -375468.6619275085, -5102.689701202877 -375387.42467550654, -5175.759830124444 -375387.42467550654, -5175.759830124444 -375468.6619275085))",0.41910144686698914
13592,2019-10-08,2019,10,Compliant,"POLYGON ((-5278.089563435227 -375405.5147393214, -5203.8053852517905 -375405.5147393214, -5203.8053852517905 -375334.8083123436, -5278.089563435227 -375334.8083123436, -5278.089563435227 -375405.5147393214))",0.3310750424861908
13593,2019-10-08,2019,10,Compliant,"POLYGON ((-5278.285275951452 -375300.71915611636, -5202.8545693599945 -375300.71915611636, -5202.8545693599945 -375228.40448596247, -5278.285275951452 -375228.40448596247, -5278.285275951452 -375300.71915611636))",0.31632936000823975
13594,2019-10-08,2019,10,Compliant,"POLYGON ((-5355.301597973108 -375609.00624108175, -5275.7484200685985 -375609.00624108175, -5275.7484200685985 -375526.542730017, -5355.301597973108 -375526.542730017, -5355.301597973108 -375609.00624108175))",0.32008275389671326
13595,2019-10-08,2019,10,Compliant,"POLYGON ((-6171.997793982524 -375725.1232154593, -6090.886708146907 -375725.1232154593, -6090.886708146907 -375645.6940359252, -6171.997793982524 -375645.6940359252, -6171.997793982524 -375725.1232154593))",0.3803426921367645
13596,2019-10-08,2019,10,Compliant,"POLYGON ((-6123.046644648108 -375740.4471050957, -6045.230788413926 -375740.4471050957, -6045.230788413926 -375662.63124886155, -6123.046644648108 -375662.63124886155, -6123.046644648108 -375740.4471050957))",0.24870407581329346
13597,2019-10-08,2019,10,Compliant,"POLYGON ((-4646.803677186115 -374759.70944319887, -4569.068621832168 -374759.70944319887, -4569.068621832168 -374685.08760797227, -4646.803677186115 -374685.08760797227, -4646.803677186115 -374759.70944319887))",0.3452005684375763
13598,2019-10-08,2019,10,Compliant,"POLYGON ((-4681.7478153202865 -374850.2444524227, -4599.97165816159 -374850.2444524227, -4599.97165816159 -374775.82227078854, -4681.7478153202865 -374775.82227078854, -4681.7478153202865 -374850.2444524227))",0.27943095564842224
13599,2019-10-08,2019,10,Compliant,"POLYGON ((-4490.208911380833 -374822.78766613064, -4397.359912817243 -374822.78766613064, -4397.359912817243 -374699.2569872653, -4490.208911380833 -374699.2569872653, -4490.208911380833 -374822.78766613064))",0.4983828663825989
13600,2019-10-09,2019,10,Compliant,"POLYGON ((-9431.314469532746 -380029.957747292, -9352.247035870354 -380029.957747292, -9352.247035870354 -379948.0966676814, -9431.314469532746 -379948.0966676814, -9431.314469532746 -380029.957747292))",0.529906153678894
13601,2019-10-09,2019,10,Compliant,"POLYGON ((-9221.756265958267 -380374.703208632, -9125.093817690067 -380374.703208632, -9125.093817690067 -380282.86588619265, -9221.756265958267 -380282.86588619265, -9221.756265958267 -380374.703208632))",0.39912134408950806
13602,2019-10-09,2019,10,Compliant,"POLYGON ((324.1511871525353 -381048.54161084775, 408.23862055835843 -381048.54161084775, 408.23862055835843 -380964.9482475456, 324.1511871525353 -380964.9482475456, 324.1511871525353 -381048.54161084775))",0.43784570693969727
13603,2019-10-09,2019,10,Compliant,"POLYGON ((216.51688269688265 -381088.16211588087, 301.17141148581675 -381088.16211588087, 301.17141148581675 -381005.8664177887, 216.51688269688265 -381005.8664177887, 216.51688269688265 -381088.16211588087))",0.3571995496749878
13604,2019-10-09,2019,10,Compliant,"POLYGON ((771.8722792550518 -381171.9372362168, 868.5685151875033 -381171.9372362168, 868.5685151875033 -381075.00672259595, 771.8722792550518 -381075.00672259595, 771.8722792550518 -381171.9372362168))",0.6037519574165344
13605,2019-10-09,2019,10,Compliant,"POLYGON ((861.5688123456847 -381111.32377186255, 949.5463192153597 -381111.32377186255, 949.5463192153597 -381024.8147125383, 861.5688123456847 -381024.8147125383, 861.5688123456847 -381111.32377186255))",0.5633561015129089
13606,2019-10-09,2019,10,Compliant,"POLYGON ((984.6693157379217 -381139.2668181327, 1083.1359767074232 -381139.2668181327, 1083.1359767074232 -381040.86228213523, 984.6693157379217 -381040.86228213523, 984.6693157379217 -381139.2668181327))",0.6380726099014282
13607,2019-10-09,2019,10,Compliant,"POLYGON ((1062.5575000031802 -381182.0490735341, 1140.373356237362 -381182.0490735341, 1140.373356237362 -381104.2332172999, 1062.5575000031802 -381104.2332172999, 1062.5575000031802 -381182.0490735341))",0.5340063571929932
13608,2019-10-09,2019,10,Compliant,"POLYGON ((1078.2092480855983 -381193.91567255964, 1161.1897552695089 -381193.91567255964, 1161.1897552695089 -381101.19142979046, 1078.2092480855983 -381101.19142979046, 1078.2092480855983 -381193.91567255964))",0.5011959075927734
13609,2019-10-09,2019,10,Compliant,"POLYGON ((920.8845888308593 -381157.48746662674, 993.4577053994672 -381157.48746662674, 993.4577053994672 -381087.6546042565, 920.8845888308593 -381087.6546042565, 920.8845888308593 -381157.48746662674))",0.652588427066803
13610,2019-10-09,2019,10,Compliant,"POLYGON ((935.2622837149764 -381175.4022454442, 1017.6948423980182 -381175.4022454442, 1017.6948423980182 -381092.84932079364, 935.2622837149764 -381092.84932079364, 935.2622837149764 -381175.4022454442))",0.6475692391395569
13611,2019-10-09,2019,10,Compliant,"POLYGON ((868.7205963767647 -381170.16690706974, 957.0446386445161 -381170.16690706974, 957.0446386445161 -381087.74575851526, 868.7205963767647 -381087.74575851526, 868.7205963767647 -381170.16690706974))",0.6052623987197876
13612,2019-10-09,2019,10,Compliant,"POLYGON ((890.878837895181 -381170.5475486493, 969.2740700255698 -381170.5475486493, 969.2740700255698 -381093.13277482934, 890.878837895181 -381093.13277482934, 890.878837895181 -381170.5475486493))",0.6337067484855652
13613,2019-10-09,2019,10,Compliant,"POLYGON ((808.7532026492635 -381138.096699986, 906.1007437198516 -381138.096699986, 906.1007437198516 -381042.37954871514, 808.7532026492635 -381042.37954871514, 808.7532026492635 -381138.096699986))",0.6253281235694885
13614,2019-10-09,2019,10,Compliant,"POLYGON ((802.1778563509134 -381134.13437116146, 879.9937125850953 -381134.13437116146, 879.9937125850953 -381056.3185149273, 802.1778563509134 -381056.3185149273, 802.1778563509134 -381134.13437116146))",0.647974967956543
13615,2019-10-09,2019,10,Compliant,"POLYGON ((825.3996437177727 -381127.25652951485, 917.8269891497164 -381127.25652951485, 917.8269891497164 -381036.2129690047, 825.3996437177727 -381036.2129690047, 825.3996437177727 -381127.25652951485))",0.6076697707176208
13616,2019-10-09,2019,10,Compliant,"POLYGON ((881.2863523552901 -381104.5655167172, 962.8965182294759 -381104.5655167172, 962.8965182294759 -381025.2633474117, 881.2863523552901 -381025.2633474117, 881.2863523552901 -381104.5655167172))",0.5323723554611206
13617,2019-10-09,2019,10,Compliant,"POLYGON ((900.9552039606937 -381096.9016336845, 978.7710601948755 -381096.9016336845, 978.7710601948755 -381019.08577745035, 900.9552039606937 -381019.08577745035, 900.9552039606937 -381096.9016336845))",0.5304301977157593
13618,2019-10-09,2019,10,Compliant,"POLYGON ((922.0887616078431 -381100.4165029654, 1003.6341266348514 -381100.4165029654, 1003.6341266348514 -381021.10023306863, 922.0887616078431 -381021.10023306863, 922.0887616078431 -381100.4165029654))",0.5826067328453064
13619,2019-10-09,2019,10,Compliant,"POLYGON ((859.1525091467403 -381186.6074066749, 936.9683653809221 -381186.6074066749, 936.9683653809221 -381108.7915504407, 859.1525091467403 -381108.7915504407, 859.1525091467403 -381186.6074066749))",0.5735964179039001
13620,2019-10-09,2019,10,Compliant,"POLYGON ((937.5240990888377 -381111.69370871014, 1026.0955754402783 -381111.69370871014, 1026.0955754402783 -381023.8812645476, 937.5240990888377 -381023.8812645476, 937.5240990888377 -381111.69370871014))",0.6275040507316589
13621,2019-10-09,2019,10,Compliant,"POLYGON ((993.3209028105148 -381181.8740455131, 1071.1367590446966 -381181.8740455131, 1071.1367590446966 -381104.05818927893, 993.3209028105148 -381104.05818927893, 993.3209028105148 -381181.8740455131))",0.6880779266357422
13622,2019-10-09,2019,10,Compliant,"POLYGON ((975.7344623342997 -381176.85192156164, 1053.5503185684815 -381176.85192156164, 1053.5503185684815 -381099.03606532747, 975.7344623342997 -381099.03606532747, 975.7344623342997 -381176.85192156164))",0.671246349811554
13623,2019-10-09,2019,10,Compliant,"POLYGON ((1100.647071256801 -381194.21421795187, 1177.4740766691064 -381194.21421795187, 1177.4740766691064 -381106.596082866, 1100.647071256801 -381106.596082866, 1100.647071256801 -381194.21421795187))",0.5018510222434998
13624,2019-10-09,2019,10,Compliant,"POLYGON ((953.8293822839553 -381112.4475886822, 1043.7453418062219 -381112.4475886822, 1043.7453418062219 -381022.55649431073, 953.8293822839553 -381022.55649431073, 953.8293822839553 -381112.4475886822))",0.6327452659606934
